Rank,URL,Title,Country,Air Date,Time Slot,Episodes,Runtime,Network,Director,Writer,Leads,Leads_Likes,Leads_Max,Score,Voter,Watchers,Genre,Tag
45,https://mydramalist.com/6756-the-masters-sun/cast,The Master's Sun, South Korea ," Aug  7, 2013 - Oct  3, 2013"," Wednesday, Thursday", 17, 1 hr. 2 min.,SBS,/people/16191-jin-hyeok,"/people/16011-hong-jung-eun, /people/16012-hong-mi-ran","/people/807-gong-hyo-jin, /people/493-so-ji-sub, /people/2576-seo-in-guk, /people/3216-kim-yoo-ri",5344.25,9554,8.5,42818,77295,"Horror, Comedy, Romance, Supernatural","Ghost, Eccentric Female Lead, Ghost-seeing Female Lead, Rich Male Lead, Clingy Female Lead, Successful Male Lead, Tragic Past, Trauma, Secondary Couple, Eccentric Male Lead"
46,https://mydramalist.com/51909-sandbox/cast,Start-Up, South Korea ," Oct 17, 2020 - Dec  6, 2020"," Saturday, Sunday", 16, 1 hr. 25 min.,"Netflix, tvN",/people/15974-oh-choong-hwan,/people/15970-park-hye-ryun,"/people/422-suzy, /people/7714-nam-joo-hyuk, /people/15244-kim-sun-ho, /people/6817-kang-han-na",6440.75,12066,8.1,39985,77259,"Business, Comedy, Romance, Youth","Lying, Competition, App Developer, Hardworking Male Lead, Hardworking Female Lead, Artificial Intelligence, Nice Female Lead, Love Triangle, Unrequited Love, Grandma-Granddaughter Relationship"
47,https://mydramalist.com/24049-hwayuki/cast,A Korean Odyssey, South Korea ," Dec 23, 2017 - Mar  4, 2018"," Saturday, Sunday", 20, 1 hr. 20 min.,"Netflix, tvN","/people/17103-park-hong-kyun, /people/17104-kim-jung-hyun, /people/20950-kim-byung-soo","/people/16011-hong-jung-eun, /people/16012-hong-mi-ran","/people/387-lee-seung-gi, /people/488-cha-seung-won, /people/1722-oh-yeon-seo, /people/211-lee-hong-ki, /people/4336-jang-gwang",2877.2,7597,8.3,36382,76196,"Horror, Comedy, Romance, Fantasy","Ghost-seeing Female Lead, Special Power, Supernatural Power, Demon, Steamy Kiss, Aggressive Male Lead, Ghost, Tough Male Lead, Love/Hate Relationship, Bromance"
48,https://mydramalist.com/683929-mr-hong/cast,Hometown Cha-Cha-Cha, South Korea ," Aug 28, 2021 - Oct 17, 2021"," Saturday, Sunday", 16, 1 hr. 20 min.,"Netflix, tvN",/people/16688-yoo-je-won,/people/19706-shin-ha-eun,"/people/282-shin-min-ah, /people/15244-kim-sun-ho, /people/15660-lee-sang-yi",3155.6666666666665,4787,8.8,44083,75623,"Comedy, Romance, Life, Drama","Nice Male Lead, Nice Female Lead, Cheerful Male Lead, Hardworking Male Lead, Hardworking Female Lead, Jack Of All Trades, Smart Female Lead, Opposites Attract, Character Development, Healing"
49,https://mydramalist.com/19234-the-bride-of-habaek/cast,The Bride of Habaek, South Korea ," Jul  3, 2017 - Aug 22, 2017"," Monday, Tuesday", 16, 1 hr. 10 min.,tvN,/people/20950-kim-byung-soo,/people/16692-jung-yoon-jung,"/people/993-shin-se-kyung, /people/7714-nam-joo-hyuk, /people/577-im-joo-hwan, /people/1637-krystal, /people/6777-gong-myung",4234.4,12066,7.4,34414,74137,"Comedy, Romance, Drama, Fantasy","Interspecies Romance, Special Power, Steamy Kiss, Supernatural Power, Poor Female Lead, Eccentric Male Lead, Tragic Past, Arrogant Male Lead, Healing, Elemental Power"
50,https://mydramalist.com/21465-my-secret-romance/cast,My Secret Romance, South Korea ," Apr 17, 2017 - May 30, 2017"," Monday, Tuesday", 13, 60 min.,OCN,/people/21136-kang-cheol-woo,n/a,"/people/546-sung-hoon, /people/4962-song-ji-eun, /people/8232-kim-jae-young, /people/10468-jung-da-sol",1612.75,4096,7.6,40270,73869,"Comedy, Romance, Life, Drama","One-night Stand, Steamy Kiss, Rich Man/Poor Woman, Boss-Employee Relationship, Fast Paced Romance, Rich Male Lead, Cooking, Love Triangle, Mother-Daughter Relationship, Mean Male Lead"
51,https://mydramalist.com/52995-the-story-of-gumiho/cast,Tale of the Nine-Tailed, South Korea ," Oct  7, 2020 - Dec  3, 2020"," Wednesday, Thursday", 16, 1 hr. 10 min.,tvN,"/people/17144-kang-shin-hyo, /people/63059-jo-nam-hyung",/people/22711-han-woo-ri,"/people/274-lee-dong-wook, /people/2213-jo-bo-ah, /people/234-kim-bum",6105.0,11700,8.4,33122,73676,"Thriller, Horror, Romance, Fantasy","Nine-tailed Fox, Reincarnation, Supernatural, Sibling Rivalry, Fated Love, Interspecies Romance, Mythical Being, Hardworking Female Lead, Smart Female Lead, Strong Female Lead"
52,https://mydramalist.com/13386-who-are-you-school-2015/cast,Who Are You: School 2015, South Korea ," Apr 27, 2015 - Jun 16, 2015"," Monday, Tuesday", 16, 60 min.,KBS2,"/people/16019-baek-sang-hoon, /people/29529-kim-seong-yoon","/people/17736-kim-hyun-jung, /people/23703-im-ye-jin, /people/61243-kim-min-jung","/people/1851-kim-so-hyun, /people/7714-nam-joo-hyuk, /people/5451-yook-sung-jae",8665.666666666666,12066,8.2,37506,72168,"Mystery, Romance, Youth, Drama","Identity Swap, School Bullying, School Problems, High School, Amnesia, Love Triangle, Trauma, Hidden Identity, Orphan Female Lead, Tearjerker"
53,https://mydramalist.com/31342-psychometric-fellow/cast,He Is Psychometric, South Korea ," Mar 11, 2019 - Apr 30, 2019"," Monday, Tuesday", 16, 1 hr. 4 min.,tvN,/people/20950-kim-byung-soo,/people/20952-yang-jin-ah,"/people/2197-park-jin-young, /people/19700-shin-ye-eun, /people/6136-kim-kwon, /people/4761-kim-da-som",1735.5,4661,8.4,30035,70980,"Thriller, Mystery, Romance, Supernatural","Psychometry, Special Power, Tragic Past, Nice Male Lead, Smart Female Lead, Bromance, Strong Female Lead, Slow Romance, Sassy Female Lead, Death"
54,https://mydramalist.com/4689-reply-1997/cast,Reply 1997, South Korea ," Jul 24, 2012 - Sep 18, 2012", Tuesday, 16, 60 min.,tvN,/people/16228-shin-won-ho,"/people/17163-lee-woo-jung, /people/112351-kim-ran-joo","/people/3843-jung-eun-ji, /people/2576-seo-in-guk, /people/3842-hoya, /people/3824-shin-so-yool, /people/3821-eun-ji-won, /people/194-lee-shi-eon, /people/1664-song-jong-ho",2001.142857142857,9554,8.5,35077,70959,"Comedy, Romance, Life","High School, 1990s, First Love, Friends To Lovers, Bromance, Love Square, Unrequited Love, Love Triangle, Male Chases Female First, Strong Female Lead"
55,https://mydramalist.com/34064-sweet-home/cast,Sweet Home Season 1, South Korea ," Dec 18, 2020", Friday, 10, 52 min.,Netflix,/people/16030-lee-eung-bok,/people/99589-kim-hyung-min,"/people/14472-song-kang, /people/832-lee-jin-wook, /people/348-lee-shi-young, /people/17489-lee-do-hyun, /people/19916-kim-nam-hee, /people/18348-go-min-shi, /people/15836-park-kyu-young, /people/22074-go-yoon-jung, /people/949-kim-gab-soo, /people/1812-kim-sang-ho",1587.9,4602,8.7,40130,70682,"Action, Horror, Drama, Sci-Fi","Monsters, Gore, Survival, Character Development, Adapted From A Webtoon, Supernatural Phenomena, Multiple Mains, Trauma, School Bullying, Attempted Suicide"
56,https://mydramalist.com/30554-abyss/cast,Abyss, South Korea ," May  6, 2019 - Jun 25, 2019"," Monday, Tuesday", 16, 60 min.,"Netflix, tvN",/people/16688-yoo-je-won,/people/21762-moon-soo-yeon,"/people/1498-park-bo-young, /people/11001-ahn-hyo-sub",6726.5,8244,7.9,31709,70254,"Mystery, Comedy, Romance, Fantasy","Murder, Reincarnation, Death, Nice Male Lead, Hidden Identity, Investigation, Second Chance, Hardworking Female Lead, Smart Female Lead, Sassy Female Lead"
57,https://mydramalist.com/24230-just-between-lovers/cast,Just Between Lovers, South Korea ," Dec 11, 2017 - Jan 30, 2018"," Monday, Tuesday", 16, 1 hr. 13 min.,jTBC,/people/16580-kim-jin-won,/people/16579-yoo-bo-ra,"/people/5043-lee-jun-ho, /people/15721-won-jin-ah, /people/621-lee-ki-woo, /people/6817-kang-han-na",1781.75,3996,8.6,29469,69902,"Psychological, Romance, Melodrama","Trauma, Orphan Male Lead, Healing, Death, Hardworking Female Lead, Fated Love, Hardworking Male Lead, Phobia, Strong Female Lead, Second Chance"
58,https://mydramalist.com/16973-love-in-the-moonlight/cast,Love in the Moonlight, South Korea ," Aug 22, 2016 - Oct 18, 2016"," Monday, Tuesday", 18, 59 min.,KBS2,"/people/16019-baek-sang-hoon, /people/29529-kim-seong-yoon","/people/23703-im-ye-jin, /people/61243-kim-min-jung","/people/4157-park-bo-gum, /people/1894-kim-yoo-jung, /people/4081-jung-jin-young, /people/5101-kwak-dong-yeon, /people/9225-chae-soo-bin",5129.4,10470,8.2,31697,69448,"Historical, Comedy, Romance, Drama","Cross-Dressing, Joseon Dynasty, Hidden Identity, First Love, Male Chases Female First, Lovers Separated, Opposites Attract, Bromance, Heartfelt, Love Triangle"
59,https://mydramalist.com/18468-bring-it-on-ghost/cast,"Bring It On, Ghost", South Korea ," Jul 11, 2016 - Aug 30, 2016"," Monday, Tuesday", 16, 60 min.,tvN,/people/16362-park-joon-hwa,/people/18743-lee-dae-ii,"/people/423-ok-taec-yeon, /people/1851-kim-so-hyun, /people/1272-kwon-yool",4706.0,8829,8.2,33603,68444,"Horror, Comedy, Romance, Supernatural","Ghost, Ghost-seeing Male Lead, Strong Female Lead, Exorcism, Strong Male Lead, Interspecies Romance, Nice Male Lead, Badass Female Lead, Adapted From A Webtoon, Sassy Female Lead"
60,https://mydramalist.com/15320-uncontrollably-fond/cast,Uncontrollably Fond, South Korea ," Jul  6, 2016 - Sep  8, 2016"," Wednesday, Thursday", 20, 60 min.,KBS2,"/people/16628-park-hyun-suk, /people/21340-cha-young-hoon",/people/16022-lee-kyung-hee,"/people/2406-kim-woo-bin, /people/422-suzy, /people/577-im-joo-hwan, /people/1383-im-ju-eun",4689.5,9049,8.1,29780,68253,"Comedy, Romance, Drama, Melodrama","Tearjerker, Terminal Illness, Star Crossed Lovers, Poor Female Lead, Male Chases Female First, Second Chance, Pre-produced, Obsession, Rich Male Lead, Winter Setting"
61,https://mydramalist.com/32362-love-of-my-life/cast,Angel's Last Mission: Love, South Korea ," May 22, 2019 - Jul 11, 2019"," Wednesday, Thursday", 32, 35 min.,KBS2,/people/15936-lee-jung-sub,/people/22902-choi-yoon-kyo,"/people/1552-l, /people/7194-shin-hye-sun, /people/660-lee-dong-gun, /people/2646-kim-bo-mi",2586.25,5705,8.5,31092,68251,"Comedy, Romance, Drama, Fantasy","Nice Male Lead, Warm Man/Cold Woman, Orphan Female Lead, Strong Female Lead, Opposites Attract, Ballet, Rich Female Lead, Tearjerker, Male Chases Female First, Cohabitation"
62,https://mydramalist.com/13239-signal/cast,Signal, South Korea ," Jan 22, 2016 - Mar 12, 2016"," Friday, Saturday", 16, 1 hr. 15 min.,tvN,/people/15891-kim-won-suk,/people/15890-kim-eun-hee,"/people/1810-lee-je-hoon, /people/1176-kim-hye-soo, /people/1493-jo-jin-woong",1685.3333333333333,3771,9.0,28486,68123,"Thriller, Mystery, Sci-Fi","Different Timelines, Butterfly Effect, Murder, Hwaseong Serial Murders, Suspense, Investigation, Death, Tragic Past, Corruption, Time Altering"
63,https://mydramalist.com/58651-run-on/cast,Run On, South Korea ," Dec 16, 2020 - Feb  4, 2021"," Wednesday, Thursday", 16, 1 hr. 10 min.,"jTBC, Netflix",/people/16224-lee-jae-hoon,/people/58409-park-shi-hyun,"/people/1891-im-shi-wan, /people/993-shin-se-kyung, /people/2550-choi-soo-young, /people/6776-kang-tae-oh",2670.5,3386,8.3,34476,68052,"Romance, Life, Drama, Sports","Strong Female Lead, Calm Male Lead, Quirky Humour, Multiple Couples, Nice Male Lead, Hardworking Female Lead, Smart Female Lead, Eccentric Male Lead, Famous Male Lead, Father-Son Relationship"
64,https://mydramalist.com/61489-destruction/cast,Doom at Your Service, South Korea ," May 10, 2021 - Jun 29, 2021"," Monday, Tuesday", 16, 1 hr. 5 min.,"tvN, ViuTV",/people/27009-kwon-young-il,/people/20492-im-me-ah-ri,"/people/1498-park-bo-young, /people/2576-seo-in-guk, /people/804-lee-soo-hyuk, /people/6776-kang-tae-oh, /people/18290-shin-do-hyun",4926.2,9554,8.4,33321,67642,"Comedy, Romance, Drama, Fantasy","Terminal Illness, Illness, Brain Cancer, Hardworking Female Lead, Unlucky Female Lead, Glioblastoma, First Love, Eccentric Male Lead, Brother-Sister Relationship, Fate"
65,https://mydramalist.com/28742-vagabond/cast,Vagabond, South Korea ," Sep 20, 2019 - Nov 23, 2019"," Friday, Saturday", 16, 1 hr. 10 min.,"Netflix, SBS",/people/18406-yoo-in-shik,"/people/17752-jung-kyung-soon, /people/16205-jang-young-chul","/people/387-lee-seung-gi, /people/422-suzy, /people/1488-shin-sung-rok",5734.666666666667,8174,8.5,30925,67547,"Action, Thriller, Mystery, Crime","Corruption, Death, Revenge, National Intelligence Service, Strong Male Lead, Street Fight, Deception, Blackmail, Teamwork, Power Struggle"
66,https://mydramalist.com/8933-doctor-stranger/cast,Doctor Stranger, South Korea ," May  5, 2014 - Jul  8, 2014"," Monday, Tuesday", 20, 60 min.,SBS,"/people/16054-hong-jong-chan, /people/16191-jin-hyeok",/people/20740-park-jin-woo,"/people/900-lee-jong-suk, /people/2121-jin-se-yeon, /people/1155-kang-so-ra, /people/645-park-hae-jin",7200.0,20227,7.9,30533,66290,"Thriller, Romance, Drama, Medical","Nice Male Lead, Love Triangle, Scheme, Hidden Identity, Love Square, Kidnapping, Second Chance, North Korean Female Lead, Hospital Setting, Surgeon Male Lead"
67,https://mydramalist.com/16192-doctors/cast,Doctors, South Korea ," Jun 20, 2016 - Aug 23, 2016"," Monday, Tuesday", 20, 60 min.,SBS,/people/15974-oh-choong-hwan,/people/16015-ha-myung-hee,"/people/301-kim-rae-won, /people/210-park-shin-hye, /people/3973-yoon-gyun-sang, /people/7660-lee-sung-kyung",5268.75,10540,7.9,30603,65352,"Comedy, Romance, Drama, Medical","Older Man/Younger Woman, Calm Male Lead, Student-Teacher Relationship, Nice Male Lead, Badass Female Lead, Strong Female Lead, Male Chases Female First, Revenge, Tragic Past, Character Development"
68,https://mydramalist.com/26295-the-beauty-inside/cast,The Beauty Inside, South Korea ," Oct  1, 2018 - Nov 20, 2018"," Monday, Tuesday", 16, 1 hr. 10 min.,jTBC,/people/15989-song-hyun-wook,/people/20492-im-me-ah-ri,"/people/941-seo-hyun-jin, /people/656-lee-min-ki, /people/1736-lee-da-hee, /people/6555-ahn-jae-hyun",3045.75,4319,8.4,29436,65205,"Comedy, Romance, Melodrama, Supernatural","Prosopagnosia, Successful Male Lead, Strong Female Lead, Calm Male Lead, Secondary Couple, Contract Relationship, Famous Female Lead, Rich Female Lead, Rich Male Lead, Sismance"
69,https://mydramalist.com/62085-a-wonderful-rumor/cast,The Uncanny Counter, South Korea ," Nov 28, 2020 - Jan 24, 2021"," Saturday, Sunday", 16, 1 hr. 10 min.,"Netflix, OCN",/people/26283-yoo-seon-dong,/people/26283-yoo-seon-dong,"/people/52809-yeo-ji-na, /people/21314-kim-sae-bom",9.0,10,8.8,33295,64382,"Action, Mystery, Drama, Supernatural","Special Power, Righteous Male Lead, Evil Spirit, Strong Female Lead, Multiple Mains, Orphan Male Lead, Spirit, School Bullying, Childhood Trauma, Nice Male Lead"
70,https://mydramalist.com/22624-wise-prison-life/cast,Prison Playbook, South Korea ," Nov 22, 2017 - Jan 18, 2018"," Wednesday, Thursday", 16, 1 hr. 32 min.,"Netflix, tvN",/people/16228-shin-won-ho,"/people/17163-lee-woo-jung, /people/16561-jung-bo-hoon","/people/2810-park-hae-soo, /people/698-jung-kyung-ho",2230.5,3643,9.0,23603,62799,"Comedy, Crime, Life, Drama","Life Lesson, Bromance, Wrongfully Accused, Strong Male Lead, Slight Romance, Character Development, Murder, Prison Setting, Black Comedy, Baseball"
71,https://mydramalist.com/28168-memories-of-the-alhambra/cast,Memories of the Alhambra, South Korea ," Dec  1, 2018 - Jan 20, 2019"," Saturday, Sunday", 16, 1 hr. 10 min.,"Netflix, tvN",/people/16031-ahn-gil-ho,/people/15942-song-jae-jung,"/people/183-hyun-bin, /people/210-park-shin-hye",8958.5,10540,8.1,28065,62390,"Action, Thriller, Romance, Sci-Fi","Augmented Reality, Suspense, Game, Filmed Abroad, Murder, Hardworking Female Lead, Virtual Reality, Poor Female Lead, Death Game, Evil Father"
72,https://mydramalist.com/58365-queen-cheorin/cast,Mr. Queen, South Korea ," Dec 12, 2020 - Feb 14, 2021"," Saturday, Sunday", 20, 1 hr. 15 min.,tvN,/people/18914-yoon-sung-shik,"/people/23551-park-kye-ok, /people/63265-choi-ah-il","/people/7194-shin-hye-sun, /people/11840-kim-jung-hyun",3295.5,3847,9.0,31578,61861,"Historical, Comedy, Romance, Fantasy","Transmigration, Sassy Female Lead, Joseon Dynasty, Smart Male Lead, Calm Male Lead, Time Travel, Eccentric Female Lead, Gender Swap, Power Struggle, Identity Crisis"
73,https://mydramalist.com/705723-strange-lawyer-woo-young-woo/cast,Extraordinary Attorney Woo, South Korea ," Jun 29, 2022 - Aug 18, 2022"," Wednesday, Thursday", 16, 1 hr. 17 min.,"ENA, Netflix",/people/18406-yoo-in-shik,/people/28927-moon-ji-won,"/people/1897-park-eun-bin, /people/6776-kang-tae-oh, /people/9081-kang-ki-young",2360.0,2654,9.0,36394,61719,"Law, Romance, Life, Drama","Autistic Female Lead, Autism, Attorney Female Lead, Smart Female Lead, Law Firm, Workplace Setting, Nice Male Lead, Father-Daughter Relationship, Courtroom Setting, Single Mother/Father Supporting Character"
74,https://mydramalist.com/22939-are-you-human-too/cast,Are You Human Too?, South Korea ," Jun  4, 2018 - Aug  7, 2018"," Monday, Tuesday", 36, 35 min.,KBS2,/people/21340-cha-young-hoon,/people/20004-jo-jung-joo,"/people/6214-seo-kang-joon, /people/9347-gong-seung-yeon, /people/843-lee-joon-hyuk, /people/10361-park-hwan-hee, /people/873-kim-sung-ryung, /people/6141-yoo-oh-sung, /people/1531-park-young-kyoo",1504.5714285714287,6926,8.3,26736,61611,"Comedy, Romance, Sci-Fi, Fantasy","Robot, Nice Male Lead, Artificial Intelligence, Interspecies Romance, Smart Male Lead, Identity Swap, Android, Strong Male Lead, Hidden Identity, Cheerful Male Lead"
75,https://mydramalist.com/62151-frightening-cohabitation/cast,My Roommate Is a Gumiho, South Korea ," May 26, 2021 - Jul 15, 2021"," Wednesday, Thursday", 16, 1 hr. 10 min.,"iQiyi, tvN",/people/23550-nam-sung-woo,"/people/18328-baek-sun-woo, /people/18338-choi-bo-rim","/people/8226-jang-ki-yong, /people/2664-hyeri, /people/6817-kang-han-na, /people/17102-kim-do-wan, /people/27249-bae-in-hyuk",1912.6,3935,8.4,30447,61013,"Comedy, Romance, Fantasy","Nine-tailed Fox, Cohabitation, Smart Male Lead, Nice Male Lead, Supernatural, Independent Female Lead, Interspecies Romance, Adapted From A Webtoon, Friendship, Multiple Mains"
76,https://mydramalist.com/72855-i-know-but/cast,"Nevertheless,", South Korea ," Jun 19, 2021 - Aug 21, 2021", Saturday, 10, 1 hr. 10 min.,"jTBC, Netflix","/people/20924-kim-ga-ram, /people/65875-jang-ji-yeon",/people/52389-jung-won,"/people/16051-han-so-hee, /people/14472-song-kang, /people/32961-chae-jong-hyeop, /people/5870-lee-yeol-eum, /people/16354-yang-hye-ji",1748.8,4602,7.5,32611,60693,"Romance, Life, Youth, Drama","Fast Paced Romance, Steamy Kiss, Multiple Couples, Love Triangle, Adapted From A Webtoon, Playboy Male Lead, Love/Hate Relationship, Sexual Content, Friends With Benefits, Playful Male Lead"
77,https://mydramalist.com/28327-thirty-but-seventeen/cast,Thirty But Seventeen, South Korea ," Jul 23, 2018 - Sep 18, 2018"," Monday, Tuesday", 32, 35 min.,SBS,/people/15971-jo-soo-won,/people/18697-jo-sung-hee,"/people/7194-shin-hye-sun, /people/13727-yang-se-jong, /people/11001-ahn-hyo-sub, /people/394-ye-ji-won",3028.5,5209,8.5,29440,59957,"Music, Mystery, Comedy, Romance","Cohabitation, Healing, First Love, Coma, Tragic Past, Nice Female Lead, Trauma, Eccentric Male Lead, Dog, Fate"
78,https://mydramalist.com/26230-love-game-the-great-seduction/cast,Tempted, South Korea ," Mar 12, 2018 - May  1, 2018"," Monday, Tuesday", 32, 35 min.,MBC,"/people/17754-kang-in, /people/21096-lee-dong-hyun",/people/17753-kim-bo-yeon,"/people/11745-woo-do-hwan, /people/11862-joy, /people/5346-moon-ga-young, /people/9324-kim-min-jae",3515.0,5095,7.7,27302,59728,"Romance, Youth, Drama, Melodrama","Rich Male Lead, Bad Man/Good Woman, Love Triangle, Friendship, Hardworking Female Lead, Second Chance, Revenge, Naive Female Lead, Heir, Hatred"
